venue,innings,bowler,economy
Wankhede Stadium,1,Washington Sundar,16.285714285714285
Wankhede Stadium,1,Z Khan,5.127272727272727
Wankhede Stadium,2,A Choudhary,5.0
Wankhede Stadium,2,A Dananjaya,12.0
Wankhede Stadium,2,A Mithun,1.0
Wankhede Stadium,2,A Nehra,11.75
Wankhede Stadium,2,AB Agarkar,3.75
Wankhede Stadium,2,AB Dinda,3.0
Wankhede Stadium,2,AC Thomas,3.5
Wankhede Stadium,2,AD Mathews,11.0
Wankhede Stadium,2,AD Russell,21.0
Wankhede Stadium,2,AF Milne,14.57142857142857
Wankhede Stadium,2,AG Murtaza,2.0
Wankhede Stadium,2,AJ Tye,9.0
Wankhede Stadium,2,AN Ahmed,7.894736842105264
Wankhede Stadium,2,AS Joseph,12.5
Wankhede Stadium,2,AS Rajpoot,12.333333333333332
Wankhede Stadium,2,Anureet Singh,4.615384615384616
Wankhede Stadium,2,Arshdeep Singh,6.6000000000000005
Wankhede Stadium,2,Avesh Khan,2.0
Wankhede Stadium,2,B Kumar,3.673469387755102
Wankhede Stadium,2,B Lee,14.0
Wankhede Stadium,2,BA Stokes,0.0
Wankhede Stadium,2,BB Sran,11.076923076923077
Wankhede Stadium,2,BW Hilfenhaus,6.0
Wankhede Stadium,2,Basil Thampi,10.615384615384615
Wankhede Stadium,2,C Sakariya,7.384615384615385
Wankhede Stadium,2,CH Morris,15.0
Wankhede Stadium,2,CJ McKay,12.0
Wankhede Stadium,2,CR Woakes,5.647058823529411
Wankhede Stadium,2,CV Varun,13.0
Wankhede Stadium,2,D Wiese,5.142857142857142
Wankhede Stadium,2,DL Chahar,7.963636363636365
Wankhede Stadium,2,DS Kulkarni,7.359999999999999
Wankhede Stadium,2,DT Christian,6.857142857142857
Wankhede Stadium,2,DW Steyn,4.32
Wankhede Stadium,2,GC Viljoen,9.0
Wankhede Stadium,2,HF Gurney,3.4285714285714284
Wankhede Stadium,2,HH Pandya,9.245901639344261
Wankhede Stadium,2,HV Patel,10.0
Wankhede Stadium,2,Harbhajan Singh,7.546391752577319
Wankhede Stadium,2,I Sharma,7.623529411764705
Wankhede Stadium,2,IK Pathan,7.875
Wankhede Stadium,2,Iqbal Abdulla,7.666666666666666
Wankhede Stadium,2,J Suchith,13.578947368421051
Wankhede Stadium,2,JA Morkel,12.5625
Wankhede Stadium,2,JA Richardson,9.84
Wankhede Stadium,2,JD Unadkat,9.200000000000001
Wankhede Stadium,2,JEC Franklin,12.0
Wankhede Stadium,2,JJ Bumrah,7.0588235294117645
Wankhede Stadium,2,JP Behrendorff,7.161290322580646
Wankhede Stadium,2,JP Duminy,3.5
Wankhede Stadium,2,JP Faulkner,11.0
Wankhede Stadium,2,Jalaj S Saxena,10.0
Wankhede Stadium,2,K Rabada,4.666666666666667
Wankhede Stadium,2,KA Pollard,10.285714285714285
Wankhede Stadium,2,KH Pandya,9.4
Wankhede Stadium,2,KK Cooper,8.0
Wankhede Stadium,2,KW Richardson,6.0
Wankhede Stadium,2,Kuldeep Yadav,4.285714285714286
Wankhede Stadium,2,L Balaji,5.666666666666666
Wankhede Stadium,2,L Ngidi,8.769230769230768
Wankhede Stadium,2,LH Ferguson,7.5
Wankhede Stadium,2,M Kartik,4.5
Wankhede Stadium,2,M de Lange,14.0
Wankhede Stadium,2,MA Starc,10.615384615384615
Wankhede Stadium,2,MG Johnson,6.420382165605096
Wankhede Stadium,2,MJ Henry,13.0
Wankhede Stadium,2,MJ McClenaghan,7.5375000000000005
Wankhede Stadium,2,MM Patel,5.783783783783784
Wankhede Stadium,2,MM Sharma,16.0
Wankhede Stadium,2,MN Samuels,5.538461538461538
Wankhede Stadium,2,MS Gony,8.857142857142858
Wankhede Stadium,2,Mohammad Nabi,5.5
Wankhede Stadium,2,Mohammed Shami,5.875
Wankhede Stadium,2,Mohammed Siraj,12.0
Wankhede Stadium,2,Mustafizur Rahman,9.857142857142858
Wankhede Stadium,2,NA Saini,11.076923076923077
Wankhede Stadium,2,NLTC Perera,5.0
Wankhede Stadium,2,NM Coulter-Nile,5.333333333333333
Wankhede Stadium,2,P Awana,19.384615384615387
Wankhede Stadium,2,P Kumar,6.171428571428571
Wankhede Stadium,2,P Suyal,9.3
Wankhede Stadium,2,PJ Cummins,10.0
Wankhede Stadium,2,PP Ojha,7.116279069767442
Wankhede Stadium,2,R Ashwin,8.0
Wankhede Stadium,2,R Vinay Kumar,8.399999999999999
Wankhede Stadium,2,RD Chahar,4.0
Wankhede Stadium,2,RP Meredith,13.0
Wankhede Stadium,2,RP Singh,6.352941176470589
Wankhede Stadium,2,RR Powar,9.0
Wankhede Stadium,2,Rashid Khan,3.0
Wankhede Stadium,2,S Aravind,5.8
Wankhede Stadium,2,S Gopal,7.333333333333334
Wankhede Stadium,2,S Kaul,6.0
Wankhede Stadium,2,S Sandeep Warrier,6.315789473684211
Wankhede Stadium,2,S Sreesanth,7.5
Wankhede Stadium,2,SB Wagh,6.5
Wankhede Stadium,2,SL Malinga,7.004524886877828
Wankhede Stadium,2,SM Curran,7.45945945945946
Wankhede Stadium,2,SM Pollock,3.0
Wankhede Stadium,2,SN Thakur,11.76
Wankhede Stadium,2,SP Narine,6.200000000000001
Wankhede Stadium,2,SR Watson,6.1875
Wankhede Stadium,2,Sandeep Sharma,7.0
Wankhede Stadium,2,Shakib Al Hasan,6.0
Wankhede Stadium,2,Shivam Mavi,5.4
Wankhede Stadium,2,Shoaib Akhtar,13.384615384615385
Wankhede Stadium,2,Sohail Tanvir,7.285714285714285
Wankhede Stadium,2,TA Boult,9.84
Wankhede Stadium,2,TG Southee,7.333333333333334
Wankhede Stadium,2,UT Yadav,9.777777777777777
Wankhede Stadium,2,V Pratap Singh,6.315789473684211
Wankhede Stadium,2,VR Aaron,9.789473684210526
Wankhede Stadium,2,VRV Singh,8.5
Wankhede Stadium,2,WD Parnell,5.5
Wankhede Stadium,2,Washington Sundar,6.25
Wankhede Stadium,2,YK Pathan,10.0
Wankhede Stadium,2,YS Chahal,7.666666666666666
Wankhede Stadium,2,Z Khan,4.457142857142857
