venue,innings,bowler,economy
Sawai Mansingh Stadium,2,SB Styris,6.461538461538462
Sawai Mansingh Stadium,2,SK Trivedi,8.076923076923077
Sawai Mansingh Stadium,2,SL Malinga,6.0
Sawai Mansingh Stadium,2,SM Curran,15.5
Sawai Mansingh Stadium,2,SM Pollock,6.631578947368421
Sawai Mansingh Stadium,2,SN Thakur,1.7142857142857142
Sawai Mansingh Stadium,2,SR Watson,7.199999999999999
Sawai Mansingh Stadium,2,STR Binny,3.0
Sawai Mansingh Stadium,2,SW Tait,4.9411764705882355
Sawai Mansingh Stadium,2,Sandeep Sharma,3.0
Sawai Mansingh Stadium,2,Shakib Al Hasan,6.5
Sawai Mansingh Stadium,2,Sohail Tanvir,4.628571428571429
Sawai Mansingh Stadium,2,UT Yadav,8.666666666666666
Sawai Mansingh Stadium,2,WD Parnell,7.0
Sawai Mansingh Stadium,2,Z Khan,4.153846153846153
Shaheed Veer Narayan Singh International Stadium,1,A Nehra,6.5
Shaheed Veer Narayan Singh International Stadium,1,AB Dinda,4.0
Shaheed Veer Narayan Singh International Stadium,1,B Kumar,7.142857142857142
Shaheed Veer Narayan Singh International Stadium,1,CJ Jordan,6.857142857142857
Shaheed Veer Narayan Singh International Stadium,1,CR Brathwaite,4.0
Shaheed Veer Narayan Singh International Stadium,1,IK Pathan,5.0
Shaheed Veer Narayan Singh International Stadium,1,J Yadav,9.0
Shaheed Veer Narayan Singh International Stadium,1,KW Richardson,3.6923076923076925
Shaheed Veer Narayan Singh International Stadium,1,M Morkel,8.0
Shaheed Veer Narayan Singh International Stadium,1,NM Coulter-Nile,8.666666666666666
Shaheed Veer Narayan Singh International Stadium,1,S Aravind,7.5
Shaheed Veer Narayan Singh International Stadium,1,S Nadeem,3.3333333333333335
Shaheed Veer Narayan Singh International Stadium,1,SR Watson,8.0
Shaheed Veer Narayan Singh International Stadium,1,STR Binny,8.571428571428571
Shaheed Veer Narayan Singh International Stadium,1,UT Yadav,4.714285714285714
Shaheed Veer Narayan Singh International Stadium,1,YS Chahal,2.0
Shaheed Veer Narayan Singh International Stadium,1,Z Khan,4.32
Shaheed Veer Narayan Singh International Stadium,2,A Nehra,6.5
Shaheed Veer Narayan Singh International Stadium,2,B Kumar,4.384615384615384
Shaheed Veer Narayan Singh International Stadium,2,B Lee,4.615384615384616
Shaheed Veer Narayan Singh International Stadium,2,BB Sran,7.384615384615385
Shaheed Veer Narayan Singh International Stadium,2,CH Morris,9.789473684210526
Shaheed Veer Narayan Singh International Stadium,2,I Sharma,11.5
Shaheed Veer Narayan Singh International Stadium,2,IC Pandey,2.3333333333333335
Shaheed Veer Narayan Singh International Stadium,2,IK Pathan,0.0
Shaheed Veer Narayan Singh International Stadium,2,JH Kallis,8.0
Shaheed Veer Narayan Singh International Stadium,2,L Balaji,7.0
Shaheed Veer Narayan Singh International Stadium,2,M Morkel,9.230769230769232
Shaheed Veer Narayan Singh International Stadium,2,MM Sharma,8.5
Shaheed Veer Narayan Singh International Stadium,2,Mustafizur Rahman,4.153846153846153
Shaheed Veer Narayan Singh International Stadium,2,P Kumar,13.0
Shaheed Veer Narayan Singh International Stadium,2,Parvez Rasool,6.0
Shaheed Veer Narayan Singh International Stadium,2,R Ashwin,4.0
Shaheed Veer Narayan Singh International Stadium,2,SP Narine,2.0
Shaheed Veer Narayan Singh International Stadium,2,UT Yadav,10.0
Shaheed Veer Narayan Singh International Stadium,2,Z Khan,6.0
Sharjah Cricket Stadium,1,A Nortje,14.0
Sharjah Cricket Stadium,1,AD Russell,6.0
Sharjah Cricket Stadium,1,AJ Tye,6.857142857142857
Sharjah Cricket Stadium,1,AR Patel,4.5
Sharjah Cricket Stadium,1,AS Rajpoot,11.538461538461538
Sharjah Cricket Stadium,1,Arshdeep Singh,8.769230769230768
Sharjah Cricket Stadium,1,B Kumar,4.0
Sharjah Cricket Stadium,1,BW Hilfenhaus,4.5
Sharjah Cricket Stadium,1,CV Varun,6.5
Sharjah Cricket Stadium,1,DL Chahar,9.333333333333334
Sharjah Cricket Stadium,1,DW Steyn,7.0
Sharjah Cricket Stadium,1,GJ Maxwell,8.5
Sharjah Cricket Stadium,1,IC Pandey,9.0
Sharjah Cricket Stadium,1,IK Pathan,16.0
Sharjah Cricket Stadium,1,JA Morkel,7.548387096774194
Sharjah Cricket Stadium,1,JC Archer,6.5
Sharjah Cricket Stadium,1,JD Unadkat,9.230769230769232
Sharjah Cricket Stadium,1,JJ Bumrah,8.0
Sharjah Cricket Stadium,1,JO Holder,6.720000000000001
Sharjah Cricket Stadium,1,JP Duminy,6.0
Sharjah Cricket Stadium,1,K Rabada,5.0
Sharjah Cricket Stadium,1,KH Pandya,2.571428571428571
Sharjah Cricket Stadium,1,KV Sharma,5.0
Sharjah Cricket Stadium,1,Kartik Tyagi,6.0
Sharjah Cricket Stadium,1,L Balaji,10.0
Sharjah Cricket Stadium,1,L Ngidi,9.0
Sharjah Cricket Stadium,1,M Prasidh Krishna,10.5
Sharjah Cricket Stadium,1,MA Starc,5.5200000000000005
Sharjah Cricket Stadium,1,MG Johnson,9.230769230769232
Sharjah Cricket Stadium,1,MM Sharma,5.0
Sharjah Cricket Stadium,1,Mohammed Shami,8.714285714285714
Sharjah Cricket Stadium,1,P Awana,8.307692307692307
Sharjah Cricket Stadium,1,PJ Cummins,8.2
Sharjah Cricket Stadium,1,R Ashwin,5.0
Sharjah Cricket Stadium,1,Ravi Bishnoi,6.857142857142857
Sharjah Cricket Stadium,1,S Kaul,12.923076923076923
Sharjah Cricket Stadium,1,S Nadeem,7.384615384615385
Sharjah Cricket Stadium,1,SM Curran,7.846153846153847
Sharjah Cricket Stadium,1,SP Narine,15.0
Sharjah Cricket Stadium,1,Sandeep Sharma,6.625
Sharjah Cricket Stadium,1,Shivam Mavi,8.0
Sharjah Cricket Stadium,1,T Natarajan,2.6666666666666665
Sharjah Cricket Stadium,1,TA Boult,1.5789473684210527
Sharjah Cricket Stadium,1,TU Deshpande,5.538461538461538
Sharjah Cricket Stadium,1,VR Aaron,6.774193548387098
Sharjah Cricket Stadium,1,WD Parnell,4.285714285714286
Sharjah Cricket Stadium,2,A Nortje,7.666666666666666
Sharjah Cricket Stadium,2,B Kumar,8.5
Sharjah Cricket Stadium,2,CH Morris,6.857142857142857
Sharjah Cricket Stadium,2,CV Varun,2.0
Sharjah Cricket Stadium,2,DL Chahar,7.166666666666666
Sharjah Cricket Stadium,2,DS Kulkarni,4.5600000000000005
Sharjah Cricket Stadium,2,DW Steyn,7.0
Sharjah Cricket Stadium,2,HV Patel,9.230769230769232
Sharjah Cricket Stadium,2,Harbhajan Singh,4.5
Sharjah Cricket Stadium,2,I Udana,10.0
Sharjah Cricket Stadium,2,Imran Tahir,5.0
Sharjah Cricket Stadium,2,JC Archer,4.5
Sharjah Cricket Stadium,2,JD Unadkat,7.384615384615385
Sharjah Cricket Stadium,2,JDS Neesham,14.0
Sharjah Cricket Stadium,2,JJ Bumrah,14.0
Sharjah Cricket Stadium,2,JL Pattinson,10.666666666666666
Sharjah Cricket Stadium,2,JP Duminy,5.0
Sharjah Cricket Stadium,2,JP Faulkner,6.0
Sharjah Cricket Stadium,2,JR Hazlewood,8.5
Sharjah Cricket Stadium,2,K Rabada,8.399999999999999
Sharjah Cricket Stadium,2,KH Pandya,8.571428571428571
Sharjah Cricket Stadium,2,KV Sharma,8.0
Sharjah Cricket Stadium,2,KW Richardson,8.307692307692307
Sharjah Cricket Stadium,2,L Balaji,1.7142857142857142
Sharjah Cricket Stadium,2,M Morkel,10.0
Sharjah Cricket Stadium,2,M Prasidh Krishna,7.0
Sharjah Cricket Stadium,2,MG Johnson,6.0
Sharjah Cricket Stadium,2,MP Stoinis,8.0
Sharjah Cricket Stadium,2,Mohammed Shami,8.769230769230768
Sharjah Cricket Stadium,2,Mohammed Siraj,10.666666666666666
Sharjah Cricket Stadium,2,NA Saini,7.5
Sharjah Cricket Stadium,2,NM Coulter-Nile,8.307692307692307
Sharjah Cricket Stadium,2,PJ Cummins,6.666666666666667
Sharjah Cricket Stadium,2,PP Ojha,6.0
Sharjah Cricket Stadium,2,PV Tambe,9.0
Sharjah Cricket Stadium,2,R Ashwin,7.0
Sharjah Cricket Stadium,2,R Dhawan,12.0
Sharjah Cricket Stadium,2,RD Chahar,9.0
Sharjah Cricket Stadium,2,Ravi Bishnoi,9.428571428571429
Sharjah Cricket Stadium,2,S Gopal,11.0
Sharjah Cricket Stadium,2,S Nadeem,13.0
Sharjah Cricket Stadium,2,SL Malinga,6.461538461538462
Sharjah Cricket Stadium,2,SM Curran,8.0
Sharjah Cricket Stadium,2,SN Thakur,10.0
Sharjah Cricket Stadium,2,SP Narine,1.0
Sharjah Cricket Stadium,2,SS Cottrell,8.799999999999999
Sharjah Cricket Stadium,2,Sandeep Sharma,7.846153846153847
Sharjah Cricket Stadium,2,TA Boult,8.0
Sharjah Cricket Stadium,2,TK Curran,17.0
Sharjah Cricket Stadium,2,UT Yadav,8.307692307692307
Sharjah Cricket Stadium,2,WD Parnell,8.0
Sharjah Cricket Stadium,2,Washington Sundar,6.666666666666667
Sharjah Cricket Stadium,2,YS Chahal,15.0
Sharjah Cricket Stadium,2,Z Khan,2.0
Sheikh Zayed Stadium,1,A Nortje,7.5
Sheikh Zayed Stadium,1,AR Patel,7.384615384615385
Sheikh Zayed Stadium,1,AS Rajpoot,10.5
Sheikh Zayed Stadium,1,Arshdeep Singh,1.0
Sheikh Zayed Stadium,1,BA Stokes,15.0
Sheikh Zayed Stadium,1,Basil Thampi,10.0
Sheikh Zayed Stadium,1,CH Morris,1.8461538461538463
Sheikh Zayed Stadium,1,CJ Anderson,10.0
Sheikh Zayed Stadium,1,CJ Jordan,4.0
Sheikh Zayed Stadium,1,DL Chahar,9.818181818181818
Sheikh Zayed Stadium,1,DR Sams,4.615384615384616
Sheikh Zayed Stadium,1,DS Kulkarni,4.5
Sheikh Zayed Stadium,1,I Sharma,6.0
Sheikh Zayed Stadium,1,I Udana,12.0
Sheikh Zayed Stadium,1,JC Archer,4.7441860465116275
Sheikh Zayed Stadium,1,JD Unadkat,3.0
Sheikh Zayed Stadium,1,JH Kallis,7.714285714285715
Sheikh Zayed Stadium,1,JJ Bumrah,4.333333333333333
Sheikh Zayed Stadium,1,JL Pattinson,10.615384615384615
Sheikh Zayed Stadium,1,JO Holder,8.399999999999999
Sheikh Zayed Stadium,1,JP Duminy,3.4285714285714284
Sheikh Zayed Stadium,1,JP Faulkner,9.692307692307693
Sheikh Zayed Stadium,1,K Gowtham,12.0
Sheikh Zayed Stadium,1,K Rabada,5.666666666666666
Sheikh Zayed Stadium,1,KH Pandya,8.0
Sheikh Zayed Stadium,1,KW Richardson,4.846153846153847
Sheikh Zayed Stadium,1,Kartik Tyagi,9.8
Sheikh Zayed Stadium,1,L Balaji,6.857142857142857
Sheikh Zayed Stadium,1,L Ngidi,11.571428571428571
Sheikh Zayed Stadium,1,M Morkel,8.647058823529411
Sheikh Zayed Stadium,1,MG Johnson,12.5
Sheikh Zayed Stadium,1,MP Stoinis,4.0
Sheikh Zayed Stadium,1,Mohammed Shami,7.0
Sheikh Zayed Stadium,1,Mohammed Siraj,1.0
Sheikh Zayed Stadium,1,NA Saini,5.0
Sheikh Zayed Stadium,1,NM Coulter-Nile,5.6
Sheikh Zayed Stadium,1,P Awana,12.0
Sheikh Zayed Stadium,1,PJ Cummins,6.24
Sheikh Zayed Stadium,1,PP Chawla,3.0
Sheikh Zayed Stadium,1,PP Ojha,3.0
Sheikh Zayed Stadium,1,R Ashwin,6.0
Sheikh Zayed Stadium,1,R Vinay Kumar,4.5
Sheikh Zayed Stadium,1,Ravi Bishnoi,3.4285714285714284
Sheikh Zayed Stadium,1,S Gopal,4.0
Sheikh Zayed Stadium,1,S Nadeem,11.076923076923077
Sheikh Zayed Stadium,1,S Sandeep Warrier,11.076923076923077
Sheikh Zayed Stadium,1,SL Malinga,4.0
Sheikh Zayed Stadium,1,SM Curran,6.5
Sheikh Zayed Stadium,1,SN Thakur,6.9230769230769225
Sheikh Zayed Stadium,1,SP Narine,9.4
Sheikh Zayed Stadium,1,SR Watson,5.142857142857142
Sheikh Zayed Stadium,1,SS Cottrell,5.368421052631579
Sheikh Zayed Stadium,1,STR Binny,1.0
Sheikh Zayed Stadium,1,Sandeep Sharma,5.875
Sheikh Zayed Stadium,1,Shivam Mavi,6.0
Sheikh Zayed Stadium,1,T Natarajan,9.333333333333334
Sheikh Zayed Stadium,1,TA Boult,5.837837837837839
Sheikh Zayed Stadium,1,TG Southee,2.5
Sheikh Zayed Stadium,1,TK Curran,6.0
Sheikh Zayed Stadium,1,TU Deshpande,6.5
Sheikh Zayed Stadium,1,UT Yadav,6.5
Sheikh Zayed Stadium,1,VR Aaron,9.0
Sheikh Zayed Stadium,1,Washington Sundar,6.0
Sheikh Zayed Stadium,1,YS Chahal,2.0
Sheikh Zayed Stadium,1,Z Khan,4.0
Sheikh Zayed Stadium,2,A Nehra,10.0
Sheikh Zayed Stadium,2,A Nortje,8.25
Sheikh Zayed Stadium,2,AD Russell,8.0
Sheikh Zayed Stadium,2,AR Patel,6.0
Sheikh Zayed Stadium,2,Arshdeep Singh,10.0
Sheikh Zayed Stadium,2,B Kumar,5.441860465116279
Sheikh Zayed Stadium,2,BW Hilfenhaus,2.0
Sheikh Zayed Stadium,2,CH Morris,8.333333333333332
Sheikh Zayed Stadium,2,CJ Green,8.0
Sheikh Zayed Stadium,2,CJ Jordan,11.5
Sheikh Zayed Stadium,2,CV Varun,8.5
Sheikh Zayed Stadium,2,DL Chahar,5.333333333333333
Sheikh Zayed Stadium,2,DW Steyn,6.75
Sheikh Zayed Stadium,2,I Sharma,7.714285714285715
Sheikh Zayed Stadium,2,I Udana,11.0
Sheikh Zayed Stadium,2,IC Pandey,3.3333333333333335
Sheikh Zayed Stadium,2,Iqbal Abdulla,9.0
Sheikh Zayed Stadium,2,JC Archer,5.0
Sheikh Zayed Stadium,2,JD Unadkat,15.0
Sheikh Zayed Stadium,2,JDS Neesham,7.384615384615385
Sheikh Zayed Stadium,2,JJ Bumrah,5.513513513513514
Sheikh Zayed Stadium,2,JL Pattinson,6.352941176470589
Sheikh Zayed Stadium,2,JP Faulkner,6.857142857142857
Sheikh Zayed Stadium,2,JR Hazlewood,5.0
Sheikh Zayed Stadium,2,K Rabada,5.052631578947368
Sheikh Zayed Stadium,2,KH Pandya,5.666666666666666
Sheikh Zayed Stadium,2,KK Ahmed,8.799999999999999
Sheikh Zayed Stadium,2,KL Nagarkoti,7.333333333333334
Sheikh Zayed Stadium,2,KW Richardson,3.0
Sheikh Zayed Stadium,2,L Balaji,5.0
Sheikh Zayed Stadium,2,M Ashwin,16.0
Sheikh Zayed Stadium,2,M Morkel,1.0
Sheikh Zayed Stadium,2,M Prasidh Krishna,9.130434782608695
Sheikh Zayed Stadium,2,MA Starc,8.210526315789474
Sheikh Zayed Stadium,2,MG Johnson,5.0
Sheikh Zayed Stadium,2,MM Sharma,8.75
Sheikh Zayed Stadium,2,MP Stoinis,6.857142857142857
Sheikh Zayed Stadium,2,Mohammed Shami,8.399999999999999
Sheikh Zayed Stadium,2,Mohammed Siraj,7.050000000000001
Sheikh Zayed Stadium,2,NA Saini,6.0
Sheikh Zayed Stadium,2,PJ Cummins,6.195652173913043
Sheikh Zayed Stadium,2,R Ashwin,9.310344827586206
Sheikh Zayed Stadium,2,R Rampaul,3.1578947368421053
Sheikh Zayed Stadium,2,R Vinay Kumar,7.5
Sheikh Zayed Stadium,2,RD Chahar,8.0
Sheikh Zayed Stadium,2,Ravi Bishnoi,13.0
Sheikh Zayed Stadium,2,S Gopal,7.0
Sheikh Zayed Stadium,2,SP Narine,8.0
Sheikh Zayed Stadium,2,SR Watson,2.571428571428571
Sheikh Zayed Stadium,2,STR Binny,7.0
Sheikh Zayed Stadium,2,Sandeep Sharma,2.8421052631578947
Sheikh Zayed Stadium,2,Shakib Al Hasan,7.0
Sheikh Zayed Stadium,2,Shivam Mavi,10.451612903225806
Sheikh Zayed Stadium,2,T Natarajan,5.666666666666666
Sheikh Zayed Stadium,2,TA Boult,7.0
Sheikh Zayed Stadium,2,TK Curran,11.0
Sheikh Zayed Stadium,2,Washington Sundar,7.4399999999999995
St George's Park,1,A Mithun,9.75
St George's Park,1,A Nehra,7.578947368421052
St George's Park,1,AB Dinda,11.076923076923077
St George's Park,1,DP Nannes,6.0
St George's Park,1,DW Steyn,6.461538461538462
St George's Park,1,I Sharma,6.300000000000001
St George's Park,1,IK Pathan,3.6923076923076925
St George's Park,1,JA Morkel,6.0
St George's Park,1,JH Kallis,9.555555555555555
St George's Park,1,MM Patel,10.0
St George's Park,1,P Kumar,11.0
St George's Park,1,PJ Sangwan,7.714285714285715
St George's Park,1,R Vinay Kumar,6.947368421052632
St George's Park,1,RA Jadeja,7.0
St George's Park,1,RR Powar,4.285714285714286
St George's Park,1,S Tyagi,9.666666666666668
St George's Park,1,SC Ganguly,13.714285714285714
St George's Park,1,SM Harwood,4.0
St George's Park,1,VS Malik,5.0
St George's Park,1,YA Abdulla,5.0
St George's Park,1,YK Pathan,6.0
St George's Park,2,AB Agarkar,7.0
St George's Park,2,AB Dinda,11.142857142857142
St George's Park,2,CH Gayle,9.0
St George's Park,2,DJ Bravo,7.135135135135135
St George's Park,2,DR Smith,13.0
St George's Park,2,DS Kulkarni,8.0
St George's Park,2,FH Edwards,2.307692307692308
St George's Park,2,Harbhajan Singh,8.0
St George's Park,2,I Sharma,4.5
St George's Park,2,JA Morkel,5.538461538461538
St George's Park,2,JH Kallis,8.0
St George's Park,2,L Balaji,9.0
St George's Park,2,MS Gony,7.5
St George's Park,2,Pankaj Singh,6.0
St George's Park,2,R Vinay Kumar,8.0
St George's Park,2,RP Singh,3.789473684210526
St George's Park,2,SL Malinga,4.285714285714286
St George's Park,2,Z Khan,4.0
SuperSport Park,1,A Nehra,9.428571428571429
SuperSport Park,1,A Singh,2.571428571428571
SuperSport Park,1,A Symonds,2.0
SuperSport Park,1,AB Agarkar,6.857142857142857
SuperSport Park,1,AB Dinda,7.5
SuperSport Park,1,AD Mascarenhas,7.5
SuperSport Park,1,AM Salvi,5.538461538461538
SuperSport Park,1,Anureet Singh,9.0
SuperSport Park,1,BJ Hodge,12.0
SuperSport Park,1,DJ Bravo,5.4
SuperSport Park,1,DP Nannes,4.800000000000001
SuperSport Park,1,DS Kulkarni,6.24
SuperSport Park,1,Harbhajan Singh,15.0
SuperSport Park,1,IK Pathan,10.5
SuperSport Park,1,JH Kallis,7.0
SuperSport Park,1,Kamran Khan,6.461538461538462
SuperSport Park,1,LA Carseldine,5.142857142857142
SuperSport Park,1,M Kartik,7.0
SuperSport Park,1,M Morkel,5.0
SuperSport Park,1,MM Patel,6.5
SuperSport Park,1,PJ Sangwan,3.789473684210526
SuperSport Park,1,PP Ojha,8.0
SuperSport Park,1,R Vinay Kumar,5.666666666666666
SuperSport Park,1,RJ Harris,5.837837837837839
SuperSport Park,1,RP Singh,8.64
SuperSport Park,1,S Sreesanth,6.461538461538462
SuperSport Park,1,SL Malinga,6.0
SuperSport Park,1,VRV Singh,12.0
SuperSport Park,1,YA Abdulla,10.0
SuperSport Park,1,YK Pathan,5.666666666666666
SuperSport Park,2,A Kumble,5.5
SuperSport Park,2,A Nehra,4.909090909090909
SuperSport Park,2,AB Agarkar,10.0
SuperSport Park,2,AD Mathews,7.714285714285715
SuperSport Park,2,B Lee,3.8571428571428577
SuperSport Park,2,BAW Mendis,4.285714285714286
SuperSport Park,2,D du Preez,10.0
SuperSport Park,2,DJ Hussey,10.0
SuperSport Park,2,DP Nannes,10.0
SuperSport Park,2,DR Smith,14.0
SuperSport Park,2,DS Kulkarni,12.0
SuperSport Park,2,FH Edwards,8.5
SuperSport Park,2,Harmeet Singh,7.0
SuperSport Park,2,I Sharma,5.142857142857142
SuperSport Park,2,IK Pathan,2.5
SuperSport Park,2,JA Morkel,8.232558139534884
SuperSport Park,2,JDP Oram,10.0
SuperSport Park,2,JH Kallis,4.75
SuperSport Park,2,M Muralitharan,3.230769230769231
SuperSport Park,2,MS Gony,19.0
SuperSport Park,2,P Kumar,8.64
SuperSport Park,2,PJ Sangwan,12.461538461538463
SuperSport Park,2,PP Chawla,7.0
SuperSport Park,2,RA Shaikh,11.0
SuperSport Park,2,RE van der Merwe,16.285714285714285
SuperSport Park,2,RJ Harris,5.0
SuperSport Park,2,RP Singh,5.454545454545454
SuperSport Park,2,S Sreesanth,21.0
SuperSport Park,2,S Tyagi,7.255813953488372
SuperSport Park,2,SL Malinga,6.5
SuperSport Park,2,Shoaib Ahmed,4.0
SuperSport Park,2,TM Dilshan,3.0
SuperSport Park,2,V Sehwag,21.42857142857143
"Vidarbha Cricket Association Stadium, Jamtha",1,A Symonds,11.0
"Vidarbha Cricket Association Stadium, Jamtha",1,DR Smith,12.0
"Vidarbha Cricket Association Stadium, Jamtha",1,DW Steyn,4.7368421052631575
"Vidarbha Cricket Association Stadium, Jamtha",1,Harmeet Singh,9.5
"Vidarbha Cricket Association Stadium, Jamtha",1,JH Kallis,7.0
"Vidarbha Cricket Association Stadium, Jamtha",1,R Vinay Kumar,6.5
"Vidarbha Cricket Association Stadium, Jamtha",1,RG Sharma,11.142857142857142
"Vidarbha Cricket Association Stadium, Jamtha",1,RJ Harris,5.333333333333333
"Vidarbha Cricket Association Stadium, Jamtha",1,RP Singh,6.0
"Vidarbha Cricket Association Stadium, Jamtha",2,A Symonds,9.0
"Vidarbha Cricket Association Stadium, Jamtha",2,AP Dole,11.538461538461538
"Vidarbha Cricket Association Stadium, Jamtha",2,DE Bollinger,9.428571428571429
"Vidarbha Cricket Association Stadium, Jamtha",2,M Morkel,4.0
"Vidarbha Cricket Association Stadium, Jamtha",2,PP Ojha,5.0
"Vidarbha Cricket Association Stadium, Jamtha",2,R Ashwin,4.105263157894737
"Vidarbha Cricket Association Stadium, Jamtha",2,RJ Harris,5.0
"Vidarbha Cricket Association Stadium, Jamtha",2,RP Singh,6.0
"Vidarbha Cricket Association Stadium, Jamtha",2,SB Jakati,2.0
"Vidarbha Cricket Association Stadium, Jamtha",2,SR Watson,12.0
"Vidarbha Cricket Association Stadium, Jamtha",2,YK Pathan,1.5
Wankhede Stadium,1,A Nehra,7.4423076923076925
Wankhede Stadium,1,A Singh,6.666666666666667
Wankhede Stadium,1,AA Chavan,7.5
Wankhede Stadium,1,AB Agarkar,9.0
Wankhede Stadium,1,AB Dinda,13.384615384615385
Wankhede Stadium,1,AD Mathews,2.0
Wankhede Stadium,1,AG Murtaza,4.5
Wankhede Stadium,1,AJ Finch,3.0
Wankhede Stadium,1,AJ Tye,2.5
Wankhede Stadium,1,AN Ahmed,5.5
Wankhede Stadium,1,AS Joseph,9.0
Wankhede Stadium,1,AS Rajpoot,12.923076923076923
Wankhede Stadium,1,Avesh Khan,5.076923076923077
Wankhede Stadium,1,Azhar Mahmood,7.199999999999999
Wankhede Stadium,1,B Kumar,7.0588235294117645
Wankhede Stadium,1,BA Bhatt,7.0
Wankhede Stadium,1,BA Stokes,6.0
Wankhede Stadium,1,Bipul Sharma,3.0
Wankhede Stadium,1,C Sakariya,6.0
Wankhede Stadium,1,CH Morris,5.694915254237288
Wankhede Stadium,1,CJ Anderson,7.578947368421052
Wankhede Stadium,1,CR Woakes,6.666666666666667
Wankhede Stadium,1,CV Varun,8.0
Wankhede Stadium,1,DE Bollinger,7.846153846153847
Wankhede Stadium,1,DJ Bravo,4.615384615384616
Wankhede Stadium,1,DL Chahar,6.387096774193548
Wankhede Stadium,1,DS Kulkarni,7.103448275862069
Wankhede Stadium,1,DT Christian,18.0
Wankhede Stadium,1,DW Steyn,8.5
Wankhede Stadium,1,GD McGrath,6.947368421052632
Wankhede Stadium,1,HH Pandya,8.16
Wankhede Stadium,1,HV Patel,7.666666666666666
Wankhede Stadium,1,Harbhajan Singh,5.302325581395349
Wankhede Stadium,1,I Sharma,5.454545454545454
Wankhede Stadium,1,IC Pandey,6.2727272727272725
Wankhede Stadium,1,IK Pathan,2.9302325581395348
Wankhede Stadium,1,J Suchith,10.0
Wankhede Stadium,1,J Theron,10.285714285714285
Wankhede Stadium,1,JA Morkel,6.0
Wankhede Stadium,1,JC Archer,7.285714285714285
Wankhede Stadium,1,JD Unadkat,6.90909090909091
Wankhede Stadium,1,JH Kallis,16.285714285714285
Wankhede Stadium,1,JJ Bumrah,6.16
Wankhede Stadium,1,JP Behrendorff,10.54054054054054
Wankhede Stadium,1,JP Faulkner,8.0
Wankhede Stadium,1,Joginder Sharma,7.714285714285715
Wankhede Stadium,1,K Gowtham,11.68421052631579
Wankhede Stadium,1,K Rabada,7.5
Wankhede Stadium,1,KA Jamieson,4.0
Wankhede Stadium,1,KH Pandya,3.0
Wankhede Stadium,1,KK Ahmed,10.5
Wankhede Stadium,1,KK Cooper,11.0
Wankhede Stadium,1,KV Sharma,8.70967741935484
Wankhede Stadium,1,KW Richardson,8.571428571428571
Wankhede Stadium,1,L Balaji,2.0999999999999996
Wankhede Stadium,1,L Ngidi,5.0
Wankhede Stadium,1,LI Meriwala,12.923076923076923
Wankhede Stadium,1,M Morkel,9.600000000000001
Wankhede Stadium,1,M Muralitharan,7.0
Wankhede Stadium,1,M Ntini,7.0
Wankhede Stadium,1,M Prasidh Krishna,8.0
Wankhede Stadium,1,MA Starc,6.5
Wankhede Stadium,1,MG Johnson,10.3125
Wankhede Stadium,1,MJ McClenaghan,8.126582278481012
Wankhede Stadium,1,MM Patel,6.575342465753424
Wankhede Stadium,1,MM Sharma,8.142857142857142
Wankhede Stadium,1,MR Marsh,1.0
Wankhede Stadium,1,MS Gony,3.230769230769231
Wankhede Stadium,1,Mohammad Asif,10.5
Wankhede Stadium,1,Mohammad Nabi,4.0
Wankhede Stadium,1,Mohammed Shami,14.0
Wankhede Stadium,1,Mohammed Siraj,7.199999999999999
Wankhede Stadium,1,Mustafizur Rahman,5.8125
Wankhede Stadium,1,N Rana,1.0
Wankhede Stadium,1,NLTC Perera,9.0
Wankhede Stadium,1,P Awana,6.0
Wankhede Stadium,1,P Kumar,5.92
Wankhede Stadium,1,P Suyal,5.5
Wankhede Stadium,1,PJ Cummins,11.538461538461538
Wankhede Stadium,1,PP Chawla,14.0
Wankhede Stadium,1,PP Ojha,6.0
Wankhede Stadium,1,R Ashwin,6.976744186046512
Wankhede Stadium,1,R McLaren,14.307692307692307
Wankhede Stadium,1,R Rampaul,11.5
Wankhede Stadium,1,R Sharma,9.0
Wankhede Stadium,1,R Vinay Kumar,9.617647058823529
Wankhede Stadium,1,RA Jadeja,4.0
Wankhede Stadium,1,RD Chahar,12.0
Wankhede Stadium,1,RJ Peterson,7.0
Wankhede Stadium,1,RP Singh,6.0
Wankhede Stadium,1,Rashid Khan,1.0
Wankhede Stadium,1,Rasikh Salam,7.285714285714285
Wankhede Stadium,1,S Badree,8.210526315789474
Wankhede Stadium,1,S Kaul,11.538461538461538
Wankhede Stadium,1,S Nadeem,6.615384615384616
Wankhede Stadium,1,SL Malinga,6.105263157894737
Wankhede Stadium,1,SM Curran,3.0
Wankhede Stadium,1,SM Pollock,3.5999999999999996
Wankhede Stadium,1,SN Thakur,8.0625
Wankhede Stadium,1,SP Narine,6.0
Wankhede Stadium,1,SR Watson,6.321428571428571
Wankhede Stadium,1,Shakib Al Hasan,7.5
Wankhede Stadium,1,TA Boult,10.8
Wankhede Stadium,1,TG Southee,8.0
Wankhede Stadium,1,TK Curran,3.0
Wankhede Stadium,1,UT Yadav,4.08
Wankhede Stadium,1,VR Aaron,6.75
Wankhede Stadium,1,VS Yeligati,13.0
Wankhede Stadium,1,VY Mahesh,15.0
Wankhede Stadium,1,WD Parnell,8.5
